ID,Type,UGS,"GTIN, UPC, EAN ou ISBN",Nom,Publié,"Mis en avant ?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe de TVA","En stock ?",Stock,"Montant de stock faible","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Poids (livres)","Longueur (pouce)","Largeur (pouce)","Hauteur (pouce)","Autoriser les avis clients ?","Note de commande","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe d’expédition",Images,"Limite de téléchargement","Jours d’expiration du téléchargement",Parent,"Groupes de produits","Produits suggérés","Ventes croisées","URL externe","Libellé du bouton",Position,Marques,"Méta : _wp_page_template","Méta : _elementor_global_class_usage_indexed","Méta : _wp_old_date","Méta : rs_page_bg_color"
11047,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel",,,taxable,,1,,,0,0,,,,,1,,,100,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781272280759-019ebc19-2cf3-7809-af98-3dd82013a12b.png,,,,,,,,,0,,default,1,,
11052,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,120,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781273400259-019ebc2a-3d81-7653-a495-3020a5cf5cca.png,,,,,,,,,0,,default,1,,
11053,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,100,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781275006077-019ebc43-433d-7cf8-beac-c6f186241ab1.png,,,,,,,,,0,,default,1,,
11055,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel \nGrand taille: 140dt \nMoyen taille: 80dt \nPetit taille: 60dt",,,taxable,,1,,,0,0,,,,,1,,,140,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781277451706-019ebc68-350c-7f7d-b658-73f9a4e2f117.png,,,,,,,,,0,,default,1,,
11057,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,80,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781279073918-019ebc80-e5f1-7e11-8f51-139345e7b0fc.jpeg,,,,,,,,,0,,default,1,,
11059,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,100,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781278561848-019ebc79-333e-7ab8-8406-5c07b23f101b.jpeg,,,,,,,,,0,,default,1,,
11061,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel \nGrand taille: 100dt \nPetit taille: 80dt ",,,taxable,,1,,,0,0,,,,,1,,,100,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781279181157-019ebc83-1063-76e5-90b6-28f8ce39b0d2.jpeg,,,,,,,,,0,,default,1,,
11063,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,80,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781278884232-019ebc7e-9253-7b25-b270-d0793ed9abd7.jpeg,,,,,,,,,0,,default,1,,
11065,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,60,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781278695821-019ebc7b-5756-7a49-9957-78424bc7843c-scaled.jpeg,,,,,,,,,0,,default,1,,
11075,simple,,,"Suspension artisanale",1,0,visible,,"Suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,,suspension,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781281656758-019ebca7-8512-7ddf-9b32-4dd6504583b0-scaled.png,,,,,,,,,0,,default,1,,
11076,simple,,,"Drina suspension artisanale",1,0,visible,,"Drina suspension artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,80,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781449911231-019ec6b0-2539-7b1c-b525-f04520178e4d.png,,,,,,,,,0,,default,,,
11078,simple,,,"Drina veilleuse",1,0,visible,,"Drina veilleuse en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,160,"Veilleuse artisanale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781449824890-019ec6ae-d67c-7444-80fb-f5ae3a9b65ca.png,,,,,,,,,0,,default,,,
11080,simple,,,"Mini Drina suspension",1,0,visible,,"Moini Drina suspension en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,30,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781448660245-019ec69d-17fe-7af2-a34a-d6fde634c44b.png,,,,,,,,,0,,default,,,
11084,simple,,,Drina,1,0,visible,,"Drina en fibre naturel pour la décoration ",,,taxable,,1,,,0,0,,,,,1,,,65,Drina,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781448521774-019ec69a-f3ba-701b-8926-9b00aa7a41f8.png,,,,,,,,,0,,default,,,
11086,simple,,,"Miroir artisanale",1,0,visible,,"Miroir artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,,Miroir,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781449027100-019ec6a2-aaf1-72da-9607-f447459cc9d4-1.png,,,,,,,,,0,,default,,,
11088,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,300,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781518729969-019ecac9-eaa4-7a52-b9d5-3cd1123338b6-scaled.png,,,,,,,,,0,,default,1,,
11090,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,120,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781519154151-019ecad0-64e8-7737-ad28-91eab006c4b0.png,,,,,,,,,0,,default,1,,
11092,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,300,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781519265753-019ecad2-1a7d-7819-a6d3-54af5eaa9684.png,,,,,,,,,0,,default,1,,
11094,simple,,,"Suspension drina",1,0,visible,,"Suspension Drina en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,180,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781519442263-019ecad4-1db2-73c5-bd7c-89cdf6ecef2c.png,,,,,,,,,0,,default,1,,
11096,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,80,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781519593791-019ecad7-22bf-786d-a34a-ad0e7a690383.png,,,,,,,,,0,,default,1,,
11100,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,30,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781523473847-019ecb12-a888-7526-8f72-c833c4bfc2bf.jpeg,,,,,,,,,0,,default,1,,
11102,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,45,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781522408470-019ecb02-6526-7293-840a-e6630027f1a6.jpeg,,,,,,,,,0,,default,1,,
11104,simple,,,"Suspension Drina",1,0,visible,,"Suspension drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,45,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781522569316-019ecb04-e0ec-7a47-998f-97de69a67e9b.jpeg,,,,,,,,,0,,default,1,,
11106,simple,,,"Suspension drina",1,0,visible,,"Suspension Drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,45,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781522729211-019ecb06-df48-7318-998d-fec11b65196d.png,,,,,,,,,0,,default,1,,
11109,simple,,,"Suspension Drina",1,0,visible,,"Suspension Drina artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,40,"Suspensinaon drina",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781524104831-019ecb1b-f3a9-71f3-9451-b826b83e6e9d-1.png,,,,,,,,,0,,default,1,,
11110,simple,,,"Feuille artisanale",1,0,visible,,"Feuille artisanale en fibre naturel\nC'est un decor murale \n",,,taxable,,1,,,0,0,,,,,1,,,85,"Decor murale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781532367559-019ecb9a-6b2e-7479-b5fc-7a56b1122898.jpeg,,,,,,,,,0,,default,1,,
11112,simple,,,"baleine artisanale",1,0,visible,,"Baleine artisanale en fibre naturel \nGrand taille: 120dt \nMoyen taille: 100dt ",,,taxable,,1,,,0,0,,,,,1,,,120,"Decor murale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781532279365-019ecb99-035f-7734-a2e0-9a58f252bf28.jpeg,,,,,,,,,0,,default,1,,
11114,simple,,,"Queue artisanale",1,0,visible,,"Queue artisanale en fibre naturel \nGrand taille: 80dt \nMoyen taille: 60dt ",,,taxable,,1,,,0,0,,,,,1,,,80,"Decor murale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781532628039-019ecb9e-5e18-7edf-87c3-ac59775e6588.jpeg,,,,,,,,,0,,default,1,,
11116,simple,,,"Miroir halfa",1,0,visible,,"Miroir artisanale en halfa tressé ",,,taxable,,1,,,0,0,,,,,1,,,80,Miroir,,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781533530388-019ecbab-d90c-7681-8eee-bf7ae08f2654.jpeg,,,,,,,,,0,,default,1,,
11119,simple,,,"Veilleuse artisanale",1,0,visible,,"Veilleuse artisanale style Drina en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,140,"Veilleuse artisanale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781534330402-019ecbb8-0658-758a-963b-8ed023f15ac0.jpeg,,,,,,,,,0,,default,1,,
11121,simple,,,"Veilleuse artisanale",1,0,visible,,"Veilleuse artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,250,"Veilleuse artisanale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781448042448-019ec693-ac84-7ea3-a5c8-2853a3e735d5.jpeg,,,,,,,,,0,,default,1,,
11123,simple,,,"Veilleuse artisanale",1,0,visible,,"Veilleuse artisanale en fibre naturel ",,,taxable,,1,,,0,0,,,,,1,,,120,"Veilleuse artisanale",,,https://drinashopkerkennah.shop/wp-content/uploads/2026/06/1781534630859-019ecbbc-b87d-755e-97cc-ccb3ffa238e2.jpeg,,,,,,,,,0,,default,1,,
